restaurant_id,restaurant_name,cuisine_type,city,locality,average_cost_for_two,rating,votes,delivery_time_min,discount_percent,menu_items_count,monthly_orders,review_count,distance_km,establishment_year,order_type
102816,Andhra Meals,Mexican,Kanpur,Anna Nagar,655,2.7,28066,24,0,162,12357,5023,22.45,1998,Dine-In
102817,Chai & Chaat,Street Food,Surat,Hitech City,1327,3.0,13193,73,0,82,7373,3924,24.17,1999,Dine-In
102818,Desi Dhaba,Italian,Delhi,Hazratganj,667,3.3,16322,26,0,115,7012,6742,8.91,1992,Dine-In
102819,Saffron Kitchen,Italian,Pune,Connaught Place,1845,4.9,22276,80,0,117,12548,4774,6.41,2010,Delivery
102820,Royal Feast,Chinese,Pune,Hitech City,718,4.7,44210,45,25,171,14658,31008,18.74,1999,Delivery
102821,Idli Express,Fast Food,Delhi,Koramangala,181,4.7,23356,70,40,134,732,13972,14.56,2010,Delivery
102822,Punjab Grill,Mediterranean,Delhi,Andheri,490,4.1,5994,64,30,186,9861,1664,20.29,2005,Delivery
102823,The Coastal Cafe,Mediterranean,Hyderabad,Gomti Nagar,1090,4.3,15171,17,20,79,8729,4623,18.41,2010,Dine-In
102824,Tamil Tadka,Cafe,Pune,Salt Lake,2087,4.5,29000,89,15,58,2430,28207,2.89,2023,Dine-In
102825,The Biryani House,Chinese,Chennai,Andheri,1771,4.1,27028,82,20,170,11258,10848,18.53,1991,Dine-In
102826,Idli Express,North Indian,Chennai,Connaught Place,415,3.0,19984,84,40,18,12814,10361,2.64,2004,Dine-In
102827,Desi Dhaba,Mughlai,Nagpur,Anna Nagar,1165,2.7,27315,40,10,11,5222,15798,17.77,2013,Takeaway
102828,Desi Dhaba,Italian,Ahmedabad,Bandra,161,3.7,35416,51,0,113,12683,17276,5.99,2018,Dine-In
102829,Pav Bhaji Hub,Thai,Bangalore,Indiranagar,2044,2.0,48945,49,30,25,1873,12059,8.66,2000,Takeaway
102830,Andhra Meals,Thai,Indore,HSR Layout,1019,4.8,41139,87,30,33,7407,35333,9.48,2023,Dine-In
102831,Street Spice,Mughlai,Surat,Hitech City,1685,2.1,39613,27,30,199,3928,36888,6.13,1994,Dine-In
102832,South Indian Hut,Fast Food,Kanpur,Anna Nagar,493,4.3,39762,85,10,73,11805,4830,12.31,2003,Delivery
102833,Desi Dhaba,Thai,Ahmedabad,Koramangala,2276,3.8,16898,53,0,108,5790,9704,23.22,2012,Dine-In
102834,Idli Express,Fast Food,Surat,Whitefield,1659,3.4,43522,78,25,104,159,37789,6.67,2001,Dine-In
102835,Roti Republic,Street Food,Bhopal,Salt Lake,1892,2.4,47277,38,30,38,9568,43366,20.51,2016,Dine-In
102836,Chettinad Kitchen,Chinese,Bhopal,Adyar,415,2.4,28590,80,0,199,1975,869,24.75,2004,Delivery
102837,Goan Getaway,North Indian,Surat,Connaught Place,1290,4.5,238,86,0,177,7707,17,1.41,2002,Dine-In
102838,Roti Republic,Mexican,Pune,Andheri,2310,2.1,43809,82,30,129,13538,32179,21.31,1993,Dine-In
102839,Naan Stop,Thai,Surat,Hitech City,699,4.1,33205,31,0,36,9276,22015,10.78,2015,Delivery
102840,Kebab Corner,North Indian,Ahmedabad,Hitech City,978,3.9,38979,61,25,188,13127,36897,17.21,2000,Dine-In
102841,The Biryani House,Fast Food,Indore,Indiranagar,988,3.1,15749,87,30,82,12020,8699,19.6,2001,Delivery
102842,The Biryani House,North Indian,Ahmedabad,Anna Nagar,583,3.3,48965,49,40,116,10518,30995,4.89,1997,Takeaway
102843,Curry Leaf,Mexican,Delhi,Vastrapur,2184,2.8,29453,51,30,125,9998,7828,9.47,2011,Takeaway
102844,The Thali Place,Continental,Hyderabad,Civil Lines,1113,3.1,39620,89,50,130,12366,8144,4.6,1999,Dine-In
102845,Goan Getaway,South Indian,Surat,Whitefield,402,4.1,16667,69,50,41,2486,12506,20.28,1997,Takeaway
102846,Punjab Grill,Seafood,Pune,Gomti Nagar,924,2.6,15671,19,10,170,1300,4024,19.16,2020,Takeaway
102847,The Food Court,North Indian,Kolkata,Adyar,2322,2.4,48378,76,20,69,3907,21594,21.11,2001,Delivery
102848,Dosa Delight,Chinese,Mumbai,Juhu,1283,4.3,32185,47,30,139,2079,3731,4.82,2000,Delivery
102849,Zaiqa,Cafe,Lucknow,Gomti Nagar,956,2.9,24152,30,30,69,9398,5418,20.06,1998,Takeaway
102850,Saffron Kitchen,South Indian,Ahmedabad,Hitech City,2241,3.3,539,46,50,176,4586,454,9.46,1993,Delivery
102851,Royal Feast,Biryani,Kanpur,Vastrapur,2126,4.3,36876,25,30,86,3389,4865,22.88,2009,Dine-In
102852,Desi Dhaba,Thai,Kolkata,Whitefield,1582,2.7,45601,24,0,186,5463,32442,8.92,1999,Delivery
102853,Masala Zone,North Indian,Surat,Powai,2261,2.1,12337,63,50,189,14052,6118,11.38,2012,Delivery
102854,Masala Zone,Desserts,Surat,Powai,957,2.6,6591,67,40,106,14630,6484,11.62,1990,Takeaway
102855,The Thali Place,Fast Food,Kolkata,Koramangala,1787,3.7,17853,44,50,174,4516,8722,20.09,1993,Takeaway
102856,Punjab Grill,North Indian,Chennai,Juhu,2143,4.3,38873,75,15,169,3211,22864,7.1,1999,Dine-In
102857,Kerala Kitchen,North Indian,Delhi,Navrangpura,440,3.5,41977,68,50,169,10560,7451,5.51,1999,Takeaway
102858,Zaiqa,Italian,Kolkata,Hitech City,1464,2.6,20108,79,0,35,1510,10652,17.97,1992,Dine-In
102859,Desi Dhaba,Biryani,Kolkata,Adyar,367,3.9,27013,51,0,108,3119,9897,20.84,2011,Delivery
102860,Desi Dhaba,Mughlai,Bangalore,Koramangala,878,4.9,15117,58,15,109,10256,11624,17.46,1999,Takeaway
102861,Saffron Kitchen,Seafood,Chennai,Koramangala,2157,4.5,5473,71,10,180,4884,1881,7.05,2014,Dine-In
102862,Kerala Kitchen,Mediterranean,Surat,Salt Lake,1211,3.4,3259,21,25,22,13093,3246,6.4,2023,Dine-In
102863,The Biryani House,Biryani,Surat,Anna Nagar,593,3.2,22115,32,0,76,10411,2803,18.56,1990,Dine-In
102864,Masala Zone,Continental,Lucknow,Indiranagar,2147,3.0,4425,64,40,20,14884,2769,11.02,1995,Takeaway
102865,Idli Express,Desserts,Kolkata,Powai,649,2.6,44188,40,25,110,5942,813,3.68,2011,Takeaway
102866,The Coastal Cafe,Desserts,Delhi,Salt Lake,1915,4.1,20948,85,0,122,10647,20079,2.65,2013,Takeaway
102867,Roti Republic,Street Food,Bangalore,Gomti Nagar,393,4.1,11654,53,50,55,2838,1408,20.4,1997,Takeaway
102868,South Indian Hut,South Indian,Lucknow,Malad,805,3.7,39829,49,40,38,4804,7224,7.25,1995,Dine-In
102869,Goan Getaway,Street Food,Kolkata,Adyar,926,3.7,18655,36,25,92,2570,192,22.66,2000,Takeaway
102870,Spice Garden,South Indian,Ahmedabad,Malad,325,2.5,40595,79,15,189,5083,28568,15.53,2022,Takeaway
102871,Mango Lassi,Mughlai,Pune,Anna Nagar,1367,3.6,45297,84,0,128,3107,39317,3.29,2014,Delivery
102872,Andhra Meals,Thai,Kolkata,Hazratganj,566,4.7,20468,49,50,41,14940,10273,4.95,1999,Takeaway
102873,Tandoor Palace,Street Food,Lucknow,Koramangala,539,2.3,4049,81,20,45,3617,424,9.11,2000,Dine-In
102874,Desi Dhaba,Chinese,Jaipur,Powai,200,4.2,9679,47,25,54,6489,7813,20.87,2005,Dine-In
102875,Spice Garden,Chinese,Kolkata,HSR Layout,1186,2.5,35196,69,30,20,13379,29377,11.96,1991,Delivery
102876,Chettinad Kitchen,Chinese,Surat,Whitefield,2342,3.5,46283,69,25,130,5004,3400,24.29,2021,Delivery
102877,Tamil Tadka,Chinese,Delhi,Bandra,1988,4.0,11706,52,0,15,4000,3587,17.53,2013,Dine-In
102878,Spice Garden,Mexican,Lucknow,Hazratganj,2169,4.9,9489,51,30,45,5696,4535,4.73,2012,Delivery
102879,Andhra Meals,South Indian,Pune,Civil Lines,999,3.8,31820,70,10,158,9076,10460,17.54,2004,Takeaway
102880,South Indian Hut,South Indian,Nagpur,Civil Lines,843,4.4,33517,88,10,107,10668,12568,24.26,2000,Delivery
102881,The Thali Place,Thai,Pune,Navrangpura,237,3.4,48348,20,15,56,10711,15225,8.94,2019,Takeaway
102882,Saffron Kitchen,South Indian,Jaipur,Hazratganj,1654,3.7,4648,25,25,184,9529,1537,16.93,2002,Delivery
102883,Saffron Kitchen,Continental,Kanpur,Hitech City,383,3.0,30764,15,30,132,6193,205,18.14,2009,Takeaway
102884,Desi Dhaba,Thai,Surat,Hazratganj,1786,2.6,22718,73,25,139,6868,13590,3.31,1994,Dine-In
102885,The Thali Place,Desserts,Mumbai,Salt Lake,1618,2.2,16866,85,15,199,5931,9111,18.76,2000,Delivery
102886,Zaiqa,Fast Food,Kolkata,Indiranagar,953,4.5,12391,19,20,166,1152,5756,7.49,2016,Dine-In
102887,South Indian Hut,Mexican,Kolkata,Indiranagar,557,2.1,26927,78,15,97,1807,22042,5.91,2017,Dine-In
102888,Chai & Chaat,Mediterranean,Kolkata,Hazratganj,190,4.8,21976,18,15,26,8098,7782,12.52,1999,Dine-In
102889,Saffron Kitchen,Continental,Bangalore,Gachibowli,2144,4.5,30557,20,10,183,2876,7098,15.91,1997,Dine-In
102890,Mango Lassi,South Indian,Ahmedabad,Connaught Place,2305,4.4,42860,87,10,100,14152,20138,16.93,2010,Dine-In
102891,Goan Getaway,South Indian,Delhi,Andheri,1957,4.2,38108,69,10,137,14650,14256,1.94,2009,Takeaway
102892,Goan Getaway,Italian,Hyderabad,Indiranagar,216,5.0,33031,66,0,71,932,28315,18.35,2011,Takeaway
102893,Andhra Meals,Continental,Lucknow,Koramangala,259,2.7,34911,27,40,14,4038,27365,7.59,2013,Takeaway
102894,Punjab Grill,Thai,Mumbai,Bandra,678,2.2,10041,53,0,190,4192,393,13.69,2018,Dine-In
102895,Curry Leaf,Street Food,Chennai,Gachibowli,406,3.3,36064,75,40,124,10560,12559,4.76,1994,Delivery
102896,Zaiqa,Seafood,Surat,Vastrapur,194,2.6,8422,17,15,58,10605,5106,16.67,2006,Dine-In
102897,Idli Express,Italian,Chennai,Malad,681,2.3,26968,61,0,21,13235,686,7.5,2015,Dine-In
102898,Punjab Grill,North Indian,Lucknow,Malad,602,2.6,15372,58,20,95,12259,7463,14.37,1998,Dine-In
102899,Idli Express,Biryani,Nagpur,Juhu,673,4.0,39121,60,25,187,7656,8555,16.49,2021,Delivery
102900,The Coastal Cafe,Mediterranean,Delhi,Navrangpura,2440,4.8,36337,78,40,126,8096,27760,12.01,2018,Delivery
102901,Tamil Tadka,South Indian,Hyderabad,Navrangpura,2117,3.4,5020,31,10,165,8848,693,13.42,2004,Takeaway
102902,Street Spice,Thai,Lucknow,Andheri,320,2.8,31241,43,0,80,5968,3835,14.76,2010,Delivery
102903,Idli Express,Street Food,Pune,Navrangpura,496,3.9,29910,43,15,39,8873,18208,22.49,1991,Delivery
102904,Zaiqa,Thai,Pune,Malad,314,2.7,41538,28,20,134,13236,20910,12.85,2002,Takeaway
102905,Tandoor Palace,Mediterranean,Jaipur,Salt Lake,1126,4.0,47215,32,0,102,14804,18284,20.72,2002,Dine-In
102906,Zaiqa,Chinese,Ahmedabad,Connaught Place,2458,2.9,2047,67,10,142,5194,1740,10.63,2019,Dine-In
102907,Curry Leaf,North Indian,Kanpur,Hitech City,455,4.3,12934,73,40,178,4622,3050,1.57,2012,Delivery
102908,South Indian Hut,Thai,Kolkata,Salt Lake,1047,4.0,17506,51,0,125,12482,16918,17.76,2016,Delivery
102909,Street Spice,Mexican,Jaipur,Navrangpura,2353,4.9,38533,36,0,37,12539,2055,18.56,2019,Dine-In
102910,South Indian Hut,Thai,Mumbai,Powai,238,4.3,40547,54,30,27,2094,11394,7.52,1996,Takeaway
102911,Street Spice,Fast Food,Lucknow,Vastrapur,2351,4.1,18326,27,0,187,5139,18091,10.8,2020,Dine-In
102912,Mango Lassi,Mughlai,Chennai,Powai,760,4.9,8272,52,15,137,1021,4244,14.16,2016,Delivery
102913,Punjab Grill,South Indian,Nagpur,Koramangala,631,3.5,30562,16,10,72,2622,10697,11.69,1993,Takeaway
102914,Desi Dhaba,Thai,Chennai,HSR Layout,269,3.4,8831,54,25,178,6982,8690,14.24,2020,Takeaway
102915,Andhra Meals,Continental,Surat,Bandra,1025,3.9,3748,48,10,141,1706,3293,11.71,2022,Takeaway
102916,Zaiqa,Chinese,Chennai,Adyar,2499,2.5,30622,17,15,145,2035,3454,23.24,2002,Dine-In
102917,Punjab Grill,Street Food,Pune,Malad,1153,2.4,5497,48,20,186,6258,3049,2.6,1997,Dine-In
102918,Street Spice,Fast Food,Surat,Connaught Place,2094,2.2,16114,49,10,127,4486,3245,18.28,1999,Delivery
102919,Andhra Meals,Mughlai,Nagpur,Vastrapur,1362,2.1,45152,57,10,107,2312,20662,2.47,1999,Dine-In
102920,Tandoor Palace,South Indian,Indore,Salt Lake,1206,2.3,4365,29,50,16,10537,1131,0.89,1990,Delivery
102921,Tandoor Palace,Italian,Kanpur,Adyar,985,2.2,2175,61,0,55,1285,1271,6.77,2017,Delivery
102922,Pav Bhaji Hub,Italian,Kanpur,Anna Nagar,969,3.7,43904,32,20,118,2014,8111,20.85,1996,Takeaway
102923,Royal Feast,Thai,Nagpur,Hazratganj,2488,4.1,20397,49,0,115,13027,2799,13.44,2011,Delivery
102924,The Food Court,Biryani,Nagpur,Salt Lake,2342,4.9,26321,82,0,194,10554,20480,9.34,1996,Delivery
102925,Tamil Tadka,Seafood,Surat,Malad,278,2.5,12560,32,10,98,9145,6074,14.91,2012,Takeaway
102926,The Biryani House,Mexican,Hyderabad,Salt Lake,852,3.5,1993,58,0,136,5229,98,21.85,2022,Dine-In
102927,Zaiqa,Thai,Bhopal,Hitech City,1017,3.1,19322,31,20,56,4645,15516,12.41,2020,Delivery
102928,Desi Dhaba,Mediterranean,Bhopal,Powai,2466,3.2,38499,46,0,88,7048,18506,20.21,1993,Delivery
102929,Spice Garden,Mughlai,Surat,Civil Lines,2243,4.8,25580,53,40,121,2112,24309,16.86,2013,Delivery
102930,The Coastal Cafe,Italian,Ahmedabad,Hitech City,1083,4.4,36872,60,15,177,13230,24898,0.71,1996,Dine-In
102931,Tandoor Palace,North Indian,Bhopal,Powai,249,3.4,23633,47,20,197,3295,19765,10.99,1995,Delivery
102932,The Biryani House,Seafood,Indore,Hazratganj,1061,2.4,41444,47,30,17,7264,36945,3.75,1998,Delivery
102933,South Indian Hut,Desserts,Nagpur,Indiranagar,2103,2.9,8161,65,0,65,2207,3050,1.66,2004,Takeaway
102934,South Indian Hut,Mexican,Nagpur,Gomti Nagar,1367,2.7,41600,80,40,76,4431,10133,11.61,2012,Dine-In
102935,South Indian Hut,Desserts,Hyderabad,Gachibowli,521,4.4,32737,90,15,155,6835,23791,6.71,2009,Takeaway
102936,Dosa Delight,Mexican,Bhopal,Anna Nagar,1600,4.5,48050,79,0,54,7400,47527,4.99,1996,Delivery
102937,Dosa Delight,Cafe,Chennai,Juhu,1949,4.2,34684,44,0,47,11236,18345,22.58,2000,Dine-In
102938,Flavours of India,Italian,Pune,Juhu,2098,3.2,30265,67,15,191,548,25119,16.72,1992,Delivery
102939,Idli Express,Desserts,Pune,Salt Lake,1651,2.3,10716,85,25,69,8318,1306,23.93,1991,Delivery
102940,Spice Garden,Chinese,Kanpur,Juhu,2328,4.2,10622,19,30,176,4833,10432,8.6,2012,Dine-In
102941,The Coastal Cafe,Desserts,Jaipur,Juhu,1961,4.3,27535,77,30,79,3041,6764,15.7,2010,Takeaway
102942,Naan Stop,Italian,Bhopal,HSR Layout,2021,2.6,8738,71,40,65,10010,6857,19.29,2001,Dine-In
102943,Goan Getaway,Fast Food,Delhi,Bandra,198,2.4,102,77,30,52,1159,37,5.0,2006,Takeaway
102944,Mango Lassi,Mughlai,Bhopal,Gomti Nagar,1717,4.9,22506,42,30,27,5967,11685,12.01,1997,Dine-In
102945,Mumbai Bites,Chinese,Mumbai,Civil Lines,2475,3.7,4302,86,30,66,546,2965,1.48,2003,Dine-In
102946,Street Spice,Biryani,Indore,HSR Layout,581,4.9,40137,75,10,80,1453,20409,13.03,1993,Dine-In
102947,South Indian Hut,Mexican,Ahmedabad,Anna Nagar,259,3.6,27009,84,0,10,10003,1931,11.91,2001,Dine-In
102948,The Thali Place,Thai,Lucknow,Vastrapur,499,4.6,49370,30,40,159,13898,49326,24.39,2012,Dine-In
102949,Saffron Kitchen,Seafood,Lucknow,Salt Lake,2485,3.2,2487,31,10,63,1285,1347,20.31,2023,Takeaway
102950,Street Spice,Fast Food,Delhi,Hitech City,1627,3.3,40711,18,10,52,3271,906,20.51,2023,Takeaway
102951,The Biryani House,Mediterranean,Pune,Koramangala,1309,4.8,30474,58,0,53,13080,24064,7.14,2004,Dine-In
102952,The Biryani House,Biryani,Jaipur,Civil Lines,1883,3.5,22918,81,30,93,5631,22378,13.62,1990,Takeaway
102953,Royal Feast,Seafood,Nagpur,Indiranagar,1393,3.0,19452,71,0,73,6453,13515,15.63,2015,Dine-In
102954,Street Spice,Chinese,Jaipur,Gachibowli,1539,2.3,8191,51,0,20,5103,6503,24.2,2004,Takeaway
102955,The Thali Place,Continental,Nagpur,Salt Lake,338,4.0,45149,48,25,47,1787,31920,21.94,2006,Takeaway
102956,The Food Court,Desserts,Chennai,Hazratganj,974,4.6,18788,28,25,193,12373,12380,11.34,1992,Delivery
102957,The Thali Place,Desserts,Lucknow,Civil Lines,1868,3.7,48229,61,40,90,7365,17747,15.59,1995,Dine-In
102958,Chai & Chaat,Thai,Nagpur,Gachibowli,2024,3.9,28111,52,0,139,7383,20478,6.06,2018,Takeaway
102959,Flavours of India,Desserts,Kolkata,Whitefield,2011,3.4,4760,35,15,157,3535,902,10.89,2007,Delivery
102960,South Indian Hut,Thai,Surat,Navrangpura,753,4.8,16962,46,30,149,289,8865,11.12,2008,Dine-In
102961,Roti Republic,Thai,Surat,Whitefield,1743,3.0,33365,72,20,110,12933,11698,24.65,1998,Dine-In
102962,Goan Getaway,Mediterranean,Nagpur,HSR Layout,801,3.4,13663,58,30,40,2359,5972,9.86,2020,Dine-In
102963,Punjab Grill,Chinese,Indore,HSR Layout,169,2.1,22384,73,40,157,5766,19239,3.06,2004,Dine-In
102964,Dosa Delight,Continental,Bangalore,Salt Lake,1740,3.1,462,89,40,195,14043,5,21.91,2011,Delivery
102965,The Coastal Cafe,Street Food,Hyderabad,Gachibowli,339,4.1,13480,18,10,78,1248,13458,22.77,2005,Takeaway
102966,Chai & Chaat,Fast Food,Lucknow,Whitefield,662,3.8,21189,70,40,78,10151,19733,24.95,2018,Takeaway
102967,The Coastal Cafe,Biryani,Indore,Koramangala,2191,4.4,27940,20,0,137,4512,12369,2.66,2007,Dine-In
102968,Saffron Kitchen,Cafe,Ahmedabad,Bandra,358,4.4,48064,90,0,196,14266,43289,12.31,2009,Delivery
102969,The Food Court,Mughlai,Jaipur,Hitech City,487,4.0,41751,63,10,138,14966,30048,11.03,1995,Delivery
102970,Andhra Meals,Biryani,Kanpur,Vastrapur,1383,4.5,48444,56,15,105,13703,32877,11.04,1997,Takeaway
102971,Curry Leaf,Continental,Nagpur,Civil Lines,2195,2.9,17970,36,30,139,5973,7668,15.77,2006,Dine-In
102972,Idli Express,Mexican,Surat,Navrangpura,2200,3.4,27421,41,15,185,9420,5641,2.24,2000,Dine-In
102973,The Food Court,Mexican,Hyderabad,Gomti Nagar,2296,4.7,10444,30,20,154,12919,395,0.55,1997,Dine-In
102974,Tamil Tadka,Chinese,Lucknow,Koramangala,1335,4.2,33528,48,20,117,7478,31657,1.96,2007,Dine-In
102975,Idli Express,Biryani,Lucknow,Adyar,1749,2.0,20696,68,40,160,13776,7563,14.5,1996,Delivery
102976,South Indian Hut,Cafe,Kanpur,Malad,1667,3.3,26268,77,30,112,6152,15531,18.05,2014,Delivery
102977,Tamil Tadka,Continental,Ahmedabad,Adyar,341,3.7,8249,16,40,181,12131,5608,21.28,1998,Takeaway
102978,Kebab Corner,Continental,Kolkata,Salt Lake,907,2.2,23849,22,15,156,10260,17610,13.08,2023,Dine-In
102979,Zaiqa,Street Food,Jaipur,Vastrapur,738,3.4,19610,50,0,52,131,14132,2.11,2013,Takeaway
102980,The Biryani House,Mughlai,Bhopal,Hazratganj,847,3.8,35151,74,10,175,8671,28303,19.67,2007,Dine-In
102981,The Biryani House,Mughlai,Nagpur,Vastrapur,722,2.9,28307,40,50,19,4076,5320,20.04,1995,Delivery
102982,Saffron Kitchen,North Indian,Hyderabad,Connaught Place,2378,4.1,37147,45,10,15,14743,5181,2.89,1997,Takeaway
102983,Naan Stop,Thai,Mumbai,Adyar,1598,2.8,34860,56,20,143,8211,20962,9.41,2008,Delivery
102984,Curry Leaf,Seafood,Pune,Indiranagar,1557,2.2,12649,67,50,127,4194,5681,11.48,2023,Dine-In
102985,Royal Feast,South Indian,Bhopal,Hitech City,2492,4.6,13098,79,30,192,1508,10764,6.19,2012,Delivery
102986,Kebab Corner,Desserts,Surat,Gachibowli,1163,4.0,13335,84,50,100,11692,12203,13.52,2006,Dine-In
102987,Street Spice,Thai,Jaipur,Juhu,1489,4.8,25377,20,0,163,10121,24580,14.66,1997,Takeaway
102988,Kebab Corner,Chinese,Chennai,Gachibowli,1405,3.9,27594,36,50,60,6494,26275,22.16,2008,Dine-In
102989,Kebab Corner,Street Food,Indore,Anna Nagar,628,3.5,38666,73,10,121,7937,37005,18.23,1993,Dine-In
102990,Goan Getaway,Desserts,Mumbai,Juhu,2175,4.4,39771,22,50,90,14075,8341,20.95,2002,Takeaway
102991,South Indian Hut,Biryani,Bangalore,Indiranagar,676,2.4,23952,24,50,20,10436,8983,22.5,2014,Dine-In
102992,Goan Getaway,Continental,Indore,Powai,1858,4.1,9873,19,0,110,5564,6968,10.32,2005,Takeaway
102993,The Food Court,Thai,Kolkata,Bandra,2287,2.5,12370,31,25,42,5342,3946,16.91,1995,Delivery
102994,Spice Garden,Italian,Mumbai,Vastrapur,1435,2.9,39023,82,15,26,11069,17939,22.37,1993,Dine-In
102995,Andhra Meals,Continental,Jaipur,Malad,926,4.3,22719,21,30,81,6096,479,19.05,2003,Takeaway
102996,Tamil Tadka,Italian,Bangalore,Navrangpura,371,4.6,41930,87,50,129,450,9161,6.77,1990,Delivery
102997,Kerala Kitchen,Mediterranean,Hyderabad,Connaught Place,248,4.7,798,74,30,34,11015,575,4.51,2011,Takeaway
102998,Dosa Delight,Italian,Bhopal,Juhu,2152,3.4,42154,43,30,121,5859,22493,6.58,2015,Dine-In
102999,Street Spice,Chinese,Ahmedabad,Anna Nagar,2098,4.8,22131,56,15,152,1798,9445,11.81,1996,Dine-In
103000,Kerala Kitchen,Mughlai,Pune,Gachibowli,583,3.0,44793,46,50,65,13134,37825,18.68,1998,Takeaway
103001,Naan Stop,Chinese,Ahmedabad,Bandra,718,4.9,22668,22,0,63,14544,8350,20.8,2004,Takeaway
103002,Saffron Kitchen,Seafood,Mumbai,Gachibowli,795,3.4,48562,84,50,174,14555,21668,12.71,2008,Delivery
103003,Roti Republic,Italian,Hyderabad,Gomti Nagar,436,4.5,39529,20,10,125,1883,39360,2.92,2018,Delivery
103004,Flavours of India,Italian,Surat,Anna Nagar,1440,3.4,5746,51,0,31,12989,738,10.65,2001,Dine-In
103005,The Biryani House,Cafe,Bhopal,Adyar,1482,3.8,3015,15,15,74,3156,1618,6.43,2003,Delivery
103006,Naan Stop,Continental,Chennai,Whitefield,806,4.2,36934,68,50,33,4193,9662,4.08,1990,Takeaway
103007,The Biryani House,Biryani,Lucknow,Juhu,826,4.8,28939,65,40,71,5278,5156,11.65,1993,Takeaway
103008,Mango Lassi,Desserts,Bhopal,Hitech City,2383,3.0,31624,28,0,164,3626,6177,13.6,2013,Dine-In
103009,The Biryani House,North Indian,Mumbai,Gomti Nagar,327,4.7,43630,69,10,172,2352,22425,12.96,2017,Takeaway
103010,Roti Republic,Desserts,Ahmedabad,Salt Lake,1311,3.2,36154,67,0,132,2764,20259,24.11,1991,Dine-In
103011,Desi Dhaba,Continental,Nagpur,Gachibowli,1037,2.7,46654,51,25,100,10675,43924,10.45,2023,Delivery
103012,Goan Getaway,Mediterranean,Delhi,Salt Lake,1365,4.2,48168,40,20,40,7677,20492,12.48,2010,Dine-In
103013,Goan Getaway,Street Food,Kolkata,Indiranagar,2196,3.2,44221,64,20,190,13435,37119,9.15,2016,Delivery
103014,The Coastal Cafe,Mughlai,Mumbai,Bandra,1086,4.1,29350,55,0,56,9378,27628,10.0,2007,Takeaway
103015,Naan Stop,Thai,Bangalore,Connaught Place,185,3.7,12069,31,20,33,12048,4356,8.6,2020,Takeaway
103016,Pav Bhaji Hub,Fast Food,Indore,Whitefield,2006,3.9,15073,77,25,115,788,4478,1.94,1999,Delivery
103017,Desi Dhaba,Italian,Mumbai,Andheri,2082,2.1,5087,43,30,49,2981,4841,14.08,1997,Dine-In
103018,Flavours of India,Mediterranean,Hyderabad,Anna Nagar,758,2.9,43996,39,50,49,2772,39808,16.02,1992,Dine-In
103019,Dosa Delight,Thai,Lucknow,Malad,2475,3.2,8731,86,15,16,7600,7091,16.99,2011,Dine-In
103020,Flavours of India,North Indian,Bhopal,Civil Lines,2066,3.6,13931,52,30,113,7552,11261,15.67,1993,Delivery
103021,Mango Lassi,Chinese,Chennai,Malad,1785,3.3,25708,63,50,89,11319,18420,5.71,1990,Takeaway
103022,Zaiqa,Thai,Chennai,Whitefield,2271,3.2,10415,60,0,145,5407,5500,14.57,2011,Takeaway
103023,Kebab Corner,Chinese,Surat,Vastrapur,905,3.1,37074,33,10,46,5414,29360,18.41,2000,Delivery
103024,Saffron Kitchen,Thai,Chennai,Gachibowli,2363,4.5,39707,36,30,24,11971,17731,11.79,2002,Takeaway
103025,South Indian Hut,Italian,Chennai,Powai,1913,3.2,6914,20,20,35,4936,4916,18.28,2014,Dine-In
103026,The Thali Place,North Indian,Pune,Navrangpura,1771,2.5,35982,64,40,188,8598,30864,23.58,2000,Delivery
103027,Naan Stop,Seafood,Bhopal,Powai,227,4.3,44586,61,0,143,7049,40741,17.74,2016,Dine-In
103028,Saffron Kitchen,Thai,Chennai,Powai,342,4.6,35414,44,10,35,8970,16230,13.7,1997,Delivery
103029,Zaiqa,Mexican,Hyderabad,Powai,2070,3.3,4474,32,10,136,8140,2034,15.86,1990,Dine-In
103030,Chettinad Kitchen,Thai,Bhopal,Andheri,805,4.8,1832,24,25,65,1619,1031,19.16,2001,Dine-In
103031,Spice Garden,Thai,Bangalore,HSR Layout,557,3.1,14182,24,10,72,13381,13537,10.0,2003,Takeaway
103032,Punjab Grill,Continental,Nagpur,Koramangala,2416,2.5,11017,77,0,56,4054,2007,13.82,2017,Delivery
103033,Masala Zone,North Indian,Indore,Indiranagar,899,3.9,39619,17,10,35,10914,29922,12.25,2010,Delivery
103034,Andhra Meals,Seafood,Kanpur,Koramangala,181,4.1,45246,28,50,173,12367,5194,23.79,2014,Delivery
103035,Goan Getaway,Desserts,Hyderabad,Andheri,1354,4.5,34717,45,15,65,12897,33448,22.76,2020,Dine-In
103036,Mumbai Bites,Desserts,Delhi,Salt Lake,1316,4.2,19962,70,50,39,1910,15248,24.41,1993,Takeaway
103037,Dosa Delight,Street Food,Ahmedabad,Koramangala,696,3.4,34943,38,0,75,922,3058,15.66,2023,Dine-In
103038,Tamil Tadka,Cafe,Jaipur,Whitefield,1309,3.9,37227,29,0,62,2798,7427,9.63,1990,Dine-In
103039,Mumbai Bites,Cafe,Surat,Whitefield,878,2.8,4995,84,10,45,11244,2874,4.84,2018,Delivery
